id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
acd92ca3-c752-44e1-9918-0a16f3599686,Borkhüügiin Delgersaikhan,Borkhüügiin Delgersaikhan,,,,Mongolian People's Party,mongolian_people's_party,area/govisümber•dornogovi,Govisümber•Dornogovi,State Great Khural,2016,,,,
0df212d1-3ddd-4592-9f56-ef9f1a76e190,Borkhüüyamtaishiryn Nomtoibayar,Borkhüüyamtaishiryn Nomtoibayar,,,,Mongolian People's Party,mongolian_people's_party,area/dornod,Dornod,State Great Khural,2016,,,,
50ce5845-1d74-40c2-bd5a-2469655f53ae,Byambasürengiin Enkh-Amgalan,Byambasürengiin Enkh-Amgalan,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_bagakhangai•khan_uul,Ulaanbaatar — Bagakhangai•Khan Uul,State Great Khural,2016,,,,
da4c3f14-ab63-4c35-abe2-e71142add047,Bökhchuluuny Pürevdorj,Bökhchuluuny Pürevdorj,,,,Mongolian Democratic Party,mongolian_democratic_party,area/khovd,Khovd,State Great Khural,2016,,,,
f85e7e30-eb6a-4a7f-88f9-ec7b22470886,Chimediin Khürelbaatar,Chimed KHURELBAATAR,khurelbaatar@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/uvs,Uvs,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/1068-7864481.jpg,
a38867dc-73e6-4990-90df-cf89f0b25be5,Chültemiin Ulaan,Chultem ULAAN,ulaan@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/sükhbaatar,Sükhbaatar,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/1041-7864481.jpg,
3f7644bc-bd99-431f-b9a7-be930aa1934d,Dakein Murat,Dakein Murat,,,,Mongolian Democratic Party,mongolian_democratic_party,area/bayan-Ölgii,Bayan-Ölgii,State Great Khural,2016,,,,
3cc6fb9d-7afd-4ac7-8d88-2093e09b419e,Damdiny Khayankhyarvaa,Damdiny Khayankhyarvaa,,,,Mongolian People's Party,mongolian_people's_party,area/darkhan-uul,Darkhan-Uul,State Great Khural,2016,,,,
a87b15c3-5d54-4c15-bf6e-6f956e2a3c4a,Damdiny Tsogtbaatar,Damdiny Tsogtbaatar,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_baganuur•sükhbaatar,Ulaanbaatar — Baganuur•Sükhbaatar,State Great Khural,2016,,,,
50218128-a922-4256-addf-b6c82e312a73,Danzangiin Lündeejantsan,Danzan LUNDEEJANTSAN,lundeejantsan@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_bayangol,Ulaanbaatar — Bayangol,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/941-7864481.jpg,
dadf914b-6fac-4442-ae8d-499ff6932090,Davaagiin Ganbold,Davaagiin Ganbold,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_chingeltei•nalaikh,Ulaanbaatar — Chingeltei•Nalaikh,State Great Khural,2016,,,,
47ec2aa6-56cb-4eb7-99b3-95d2826851a9,Davaajantsangiin Sarangerel,Davaajantsangiin Sarangerel,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_bagakhangai•khan_uul,Ulaanbaatar — Bagakhangai•Khan Uul,State Great Khural,2016,,,,
9398cdb6-d8de-45f4-9e84-ff1c65616c44,Dendeviin Terbishdagva,Dendev TERBISHDAVGA,terbishdagva@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_songino_khairkhan,Ulaanbaatar — Songino Khairkhan,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/1023-7864481.jpg,
90b77768-c1e7-465d-ae9e-2d6e125be1e9,Dolgorsürengiin Sumyaabazar,Dolgorsürengiin Sumyaabazar,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_songino_khairkhan,Ulaanbaatar — Songino Khairkhan,State Great Khural,2016,,,,male
19444af9-ff6c-46c3-95cc-cc90be718fbf,Dondogdorjiin Erdenebat,Dondogdorj ERDENEBAT,erdenebatd@parliament.mn,,,Mongolian Democratic Party,mongolian_democratic_party,area/selenge,Selenge,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/1088-7864481.jpg,
575ebc42-b190-4b62-be08-7548cefee957,Dorjdambyn Damba-Ochir,Dorjdambyn Damba-Ochir,,,,Mongolian People's Party,mongolian_people's_party,area/orkhon,Orkhon,State Great Khural,2016,,,,
308033ef-ff37-4bb9-990d-ef9976c99919,Dorjdugaryn Gantulga,Dorjdugaryn Gantulga,,,,Mongolian People's Party,mongolian_people's_party,area/khentii,Khentii,State Great Khural,2016,,,,
c6dcd47b-1081-4e02-972e-89a4b772c864,Dulamdorjiin Togtokhsüren,Dulamdorjiin Togtokhsüren,,,,Mongolian People's Party,mongolian_people's_party,area/Övörkhangai,Övörkhangai,State Great Khural,2016,,,,
86ca7119-76eb-40e9-8b26-72de2184b70b,Dulamsürengiin Oyuunkhorol,Dulamsuren OYUNKHOROL,oyunkhorol@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_bayanzürkh,Ulaanbaatar — Bayanzürkh,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/987-7864481.jpg,
2c9eaa16-c1ab-4b9f-96b9-85bc89e5bb41,Ganzorigiin Temüülen,Ganzorigiin Temüülen,,,,Mongolian People's Party,mongolian_people's_party,area/arkhangai,Arkhangai,State Great Khural,2016,,,,
ab2a5ddb-fd9c-433f-a671-211a7068cc7d,Gombojain Soltan,Gombojain Soltan,,,,Mongolian People's Party,mongolian_people's_party,area/bayan-Ölgii,Bayan-Ölgii,State Great Khural,2016,,,,
6dd1ba94-0ef1-4fbc-9656-c0596d343117,Gombojavyn Zandanshatar,Gombojavyn Zandanshatar,,zandanshatar,,Mongolian People's Party,mongolian_people's_party,area/bayankhongor,Bayankhongor,State Great Khural,2016,,,https://upload.wikimedia.org/wikipedia/commons/4/44/Zandanshatar.jpg,male
c6f7ad7c-99ed-403e-a321-a89f56c639fb,Gompildoogiin Mönkhtsetseg,Gompildoogiin Mönkhtsetseg,,,,Mongolian People's Party,mongolian_people's_party,area/govisümber•dornogovi,Govisümber•Dornogovi,State Great Khural,2016,,,,
dd45b3b5-0748-44a7-9ad5-7128de08a963,Jadambyn Bat-Erdene,Jadambyn Bat-Erdene,,,,Mongolian People's Party,mongolian_people's_party,area/bulgan,Bulgan,State Great Khural,2016,,,,
11454c5e-ebf6-4a0d-826f-37e4a0f6e01e,Jadambyn Enkhbayar,Jadamba ENKHBAYAR,enkhbayar_j@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_bayanzürkh,Ulaanbaatar — Bayanzürkh,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/1078-7864481.jpg,
48e5bda2-c6ed-4376-a4da-0081a59e546a,Jalbasürengiin Batzandan,Jalbasuren BATZANDAN,batzandan@parliament.mn,,,Mongolian Democratic Party,mongolian_democratic_party,area/ulaanbaatar_—_bayanzürkh,Ulaanbaatar — Bayanzürkh,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/62181-7864481.jpg,
d3904fb6-889e-48b8-a90c-4e5a2855153e,Jambalyn Ganbaatar,Jambalyn Ganbaatar,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_bayangol,Ulaanbaatar — Bayangol,State Great Khural,2016,,,,
484f3ef1-5c43-4ab7-82e5-f1a1398dc84f,Jamyangiin Mönkhbat,Jamyangiin Mönkhbat,,,,Mongolian People's Party,mongolian_people's_party,area/arkhangai,Arkhangai,State Great Khural,2016,,,,
fc0dd3ab-b36f-4bb8-ada2-a390e7b037fd,Jargaltulgyn Erdenebat,Jargaltulga ERDENEBAT,erdenebat_ja@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/selenge,Selenge,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/1086-7864481.jpg,
0de0e663-1792-4ea8-8320-43d78fff631f,Khavdislamyn Badyelkhan,Khavdislamyn Badyelkhan,,,,Mongolian People's Party,mongolian_people's_party,area/bayan-Ölgii,Bayan-Ölgii,State Great Khural,2016,,,,
70e525ac-89aa-4951-a711-630fab059ca6,Khayangaagiin Bolorchuluun,Khayangaagiin Bolorchuluun,,,,Mongolian People's Party,mongolian_people's_party,area/dornod,Dornod,State Great Khural,2016,,,,
8bbe46f6-e8cb-4175-9646-ff58e24dc189,Khishgeegiin Nyambaatar,Khishgeegiin Nyambaatar,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_songino_khairkhan,Ulaanbaatar — Songino Khairkhan,State Great Khural,2016,,,,
8985975a-50da-4350-bf8d-fbfcf9121a39,Lkhagvaagiin Eldev-Ochir,Lkhagvaagiin Eldev-Ochir,,,,Mongolian People's Party,mongolian_people's_party,area/bayankhongor,Bayankhongor,State Great Khural,2016,,,,
44e41523-3157-4187-accd-a55f8917eeb6,Lkhagvyn Mönkhbaatar,Lkhagvyn Mönkhbaatar,,,,Mongolian People's Party,mongolian_people's_party,area/khövsgöl,Khövsgöl,State Great Khural,2016,,,,
a7b10047-7a6b-417a-a7f0-30a2e9afb59c,Luvsangiin Enkhbold,Luvsangiin Enkhbold,,,,Mongolian People's Party,mongolian_people's_party,area/Ömnögovi,Ömnögovi,State Great Khural,2016,,,,
2a559f7f-ac5a-44f5-92b7-654eb12a947c,Luvsannamsarin Oyuun-Erdene,Luvsannamsarin Oyuun-Erdene,,,,Mongolian People's Party,mongolian_people's_party,area/khentii,Khentii,State Great Khural,2016,,,,
b7b67e3b-ec80-4b2f-bfc5-cfe3492b1eae,Luvsantserengiin Enkh-Amgalan,Luvsantseren ENKH-AMGALAN,enkhamgalan@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/khövsgöl,Khövsgöl,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/1076-7864481.jpg,
45a20ead-0d7d-440f-8a0e-dc322844803f,Luvsanvandangiin Bold,Luvsanvandan BOLD,bold_lu@parliament.mn,,,Mongolian Democratic Party,mongolian_democratic_party,area/ulaanbaatar_—_bagakhangai•khan_uul,Ulaanbaatar — Bagakhangai•Khan Uul,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/1007-7864481.jpg,
c7ddac53-c139-41d9-8ed5-73202954e9bd,Magvany Bilegt,Magvany Bilegt,,,,Mongolian People's Party,mongolian_people's_party,area/bayankhongor,Bayankhongor,State Great Khural,2016,,,,
d19e82bf-0260-4e32-ad44-0b60a853e74c,Miyeegombyn Enkhbold,Miyeegombyn Enkhbold,,,,Mongolian People's Party,mongolian_people's_party,area/töv,Töv,State Great Khural,2016,,,,
ce1dd40a-2f50-4beb-a7fb-86d4071816c6,Mönkhöögiin Oyuunchimeg,Mönkhöögiin Oyuunchimeg,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_chingeltei•nalaikh,Ulaanbaatar — Chingeltei•Nalaikh,State Great Khural,2016,,,,
41923e4f-fe8d-4951-8fdc-e5ae426d36c3,Namsrain Amarzayaa,Namsrain Amarzayaa,,,,Mongolian People's Party,mongolian_people's_party,area/Ömnögovi,Ömnögovi,State Great Khural,2016,,,,
0d334c52-9714-4701-8ac8-b06df1c2061d,Namsrain Tserenbat,Namsrain Tserenbat,,,,Mongolian People's Party,mongolian_people's_party,area/uvs,Uvs,State Great Khural,2016,,,,
e1ac0250-65a0-4064-a99c-efe16d993e83,Navaan-Yundengiin Oyundari,Navaan-Yundengiin Oyundari,,,,Mongolian People's Party,mongolian_people's_party,area/selenge,Selenge,State Great Khural,2016,,,,
f32f0615-df0f-4d7b-8284-9c5a74c9d588,Nyam-Osoryn Uchral,Nyam-Osoryn Uchral,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_songino_khairkhan,Ulaanbaatar — Songino Khairkhan,State Great Khural,2016,,,,
d86ac537-e736-468c-8209-e04947449aaf,Nyamaagiin Enkhbold,Nyamaa ENKHBOLD,enkhbold@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/töv,Töv,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/1080-7864481.jpg,
8b975c75-0c33-4f69-bde4-90becca61dcf,Oktyabriin Baasankhüü,Octyaber BAASANKHUU,baasankhuu@parliament.mn,baasankhuu_o,О.Баасанхүү /УИХ-ын гишүүн,Mongolian People's Revolutionary Party,mongolian_people's_revolutionary_party,area/orkhon,Orkhon,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/705-7864481.jpg,
6099d378-bcdb-4caf-8be9-100f469c946e,Otgonbilegiin Sodbileg,Otgonbileg SODBILEG,sodbileg@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/orkhon,Orkhon,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/997-7864481.jpg,
1ba63d35-b329-4b7d-9b95-3d9f9c2fb4ba,Otgoogiin Batnasan,Otgoogiin Batnasan,,,,Mongolian People's Party,mongolian_people's_party,area/khovd,Khovd,State Great Khural,2016,,,,
7716c656-9e5b-4154-b5e4-121eb034e353,Samandyn Javkhlan,Samandyn Javkhlan,,,,Independent,independent,area/ulaanbaatar_—_bayanzürkh,Ulaanbaatar — Bayanzürkh,State Great Khural,2016,,,,
a439cef5-2afe-47cb-ae83-34048790aa51,Sandagiin Byambatsogt,Sandag BYAMBATSOGT,byambatsogt@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/khovd,Khovd,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/1019-7864481.jpg,
2118ed39-2a9e-4d05-a1ef-0ce1bd41bf08,Shatarbalyn Radnaased,Shatarbalyn Radnaased,,,,Mongolian People's Party,mongolian_people's_party,area/govi-altai,Govi-Altai,State Great Khural,2016,,,,
74a4826f-96a0-4ace-b95a-428c8533685d,Sodnomyn Chinzorig,Sodnomyn Chinzorig,,,,Mongolian People's Party,mongolian_people's_party,area/Övörkhangai,Övörkhangai,State Great Khural,2016,,,,
3329774a-83b0-4d41-89eb-c285a069201e,Sodnomzunduin Erdene,Sodnomzundui ERDENE,erdene@parliament.mn,,,Mongolian Democratic Party,mongolian_democratic_party,area/ulaanbaatar_—_bayangol,Ulaanbaatar — Bayangol,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/1084-7864481.jpg,
e9db8a15-a158-458d-a772-e954888e6eb4,Sükhbaataryn Batbold,Sukhbaatar BATBOLD,batbold_s@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_baganuur•sükhbaatar,Ulaanbaatar — Baganuur•Sükhbaatar,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/723-7864481.jpg,male
0e310619-1c24-4cef-a0cc-f242872878a7,Tsedenbalyn Tsogzolmaa,Tsedenbalyn Tsogzolmaa,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_baganuur•sükhbaatar,Ulaanbaatar — Baganuur•Sükhbaatar,State Great Khural,2016,,,,
fe0b06bf-3181-41bb-8f4d-112cce57844d,Tsedengiin Garamjav,Tsedengiin Garamjav,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_songino_khairkhan,Ulaanbaatar — Songino Khairkhan,State Great Khural,2016,,,,
36077b4f-cecb-47ef-839f-7e0f09d42110,Tsendiin Mönkh-Orgil,Tsendiin Mönkh-Orgil,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_baganuur•sükhbaatar,Ulaanbaatar — Baganuur•Sükhbaatar,State Great Khural,2016,,,,
8a197aba-85e0-45e4-842d-e250f8a82f66,Tsendiin Nyamdorj,Tsend NYAMDORJ,nyamdorj@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_bagakhangai•khan_uul,Ulaanbaatar — Bagakhangai•Khan Uul,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/947-7864481.jpg,male
65fdbb42-20e3-47cc-b7b5-450c496c9ac3,Tserenpiliin Davaasüren,Tserenpil DAVAASUREN,davaasuren@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/khövsgöl,Khövsgöl,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/880-7864481.jpg,
10420523-8518-43c1-810f-4c3206aa2b2b,Tömörbaataryn Ayuursaikhan,Tömörbaataryn Ayuursaikhan,,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_chingeltei•nalaikh,Ulaanbaatar — Chingeltei•Nalaikh,State Great Khural,2016,,,,
bc99d8b9-8610-4164-a979-1a40cb91fbd2,Yadamsürengiin Sanjmyatav,Yadamsuren SANJMYATAV,sanjmyatav@parliament.mn,,,Mongolian Democratic Party,mongolian_democratic_party,area/zavkhan,Zavkhan,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/992-7864481.jpg,
b823623f-91a6-427a-95da-ea3d771e589c,Yangugiin Sodbaatar,Yangug SODBAATAR,sodbaatar@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/Övörkhangai,Övörkhangai,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/994-7864481.jpg,
6a83c03b-b8ec-44b9-a565-c5efe059a1b4,Yondonperenlein Baatarbileg,Yondonperenlein Baatarbileg,,,,Mongolian People's Party,mongolian_people's_party,area/arkhangai,Arkhangai,State Great Khural,2016,,,,
39de5883-bd5e-4488-bd4b-7c1cf9aee577,Zagdkhüügiin Narantuya,Zagdkhüügiin Narantuya,,,,Mongolian Democratic Party,mongolian_democratic_party,area/zavkhan,Zavkhan,State Great Khural,2016,,,,
1f2733f3-fd76-4472-84cf-02c5dd68cce6,Ölziisaikhany Enkhtüvshin,Ulziisaikhan ENKHTUVSHIN,enkhtuvshin@parliament.mn,,,Mongolian People's Party,mongolian_people's_party,area/ulaanbaatar_—_chingeltei•nalaikh,Ulaanbaatar — Chingeltei•Nalaikh,State Great Khural,2016,,,http://www.parliament.mn/en/files/images/669-7864481.jpg,male
